file,label,category,licence,artist,width,height,source
overstrike__Obock.jpg,overstrike,Category:Overstruck coins,CC BY 2.5 es,Alejo Maria,1909,1881,https://commons.wikimedia.org/wiki/File:Obock.jpg
overstrike__Overstruck_fel_temp_from_shouldham_4255_FindID_496336_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"Norfolk County Council, Adrian Marsden, 2012-04-04 18:32:15",2858,1647,https://commons.wikimedia.org/wiki/File:Overstruck_fel_temp_from_shouldham_4255_(FindID_496336).jpg
unsorted__Philip_VI_Andriskos.jpg,unsorted,Category:Coins of Andriskos,CC BY-SA 2.5,CNG,800,376,https://commons.wikimedia.org/wiki/File:Philip_VI_Andriskos.jpg
planchet__Planchet_Error.jpg,planchet,Category:United States Mint errors,CC BY-SA 3.0,Contactsmc,448,336,https://commons.wikimedia.org/wiki/File:Planchet_Error.jpg
overstrike__Populonia_AR_20_BMC_74000021.jpg,overstrike,Category:Overstruck coins,CC BY-SA 3.0,CNG,720,382,https://commons.wikimedia.org/wiki/File:Populonia_AR_20_BMC_74000021.jpg
overstrike__Post-medieval_Shilling_James_I_FindID_819333_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"Birmingham Museums Trust, Emily Freeman, 2016-12-13 12:52:09",9449,4211,"https://commons.wikimedia.org/wiki/File:Post-medieval,_Shilling_James_I_(FindID_819333).jpg"
overstrike__PostumusDS.jpg,overstrike,Category:Overstruck coins,CC0,Guy de la Bedoyere,960,488,https://commons.wikimedia.org/wiki/File:PostumusDS.jpg
overstrike__Quintillus_105.13_Av_Doppelschlag.JPG,overstrike,Category:Overstruck coins,CC BY-SA 3.0 de,Hermann Junghans,2484,1863,https://commons.wikimedia.org/wiki/File:Quintillus_105.13_Av_Doppelschlag.JPG
overstrike__RUSSIA_ALEXANDER_I_1811_S._KENDALL_OVERSTRIKE_-2_KOPECKS_b_-_Flickr_-_woody1778a.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Jerry ""Woody"" from Edmonton, Canada",1283,1273,"https://commons.wikimedia.org/wiki/File:RUSSIA,_ALEXANDER_I,_1811,_S._KENDALL_OVERSTRIKE_-2_KOPECKS_b_-_Flickr_-_woody1778a.jpg"
unsorted__Reverse_of_a_10_Rupee_coin_of_India_in_off_metal_strike_a_mint-made_error_in_full_nickel-brass_while_the_center_should_b,unsorted,Category:Error coins,CC BY-SA 4.0,Billjones94,2788,1999,"https://commons.wikimedia.org/wiki/File:Reverse_of_a_10_Rupee_coin_of_India_in_off_metal_strike_(a_mint-made_error)_in_full_nickel-brass,_while_the_center_should_be_made_of_nickel-silver_to_make_it_a_bimetallic_coin.jpg"
overstrike__Roman_Coin_Radiate_of_Allectus_FindID_556169_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Berkshire Archaeology, David Williams, 2013-05-14 13:24:09",1299,828,"https://commons.wikimedia.org/wiki/File:Roman_Coin,_Radiate_of_Allectus_(FindID_556169).jpg"
overstrike__Roman_Coin_Radiate_of_Claudius_II_FindID_517885_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"The Portable Antiquities Scheme, Jason Lundock, 2012-09-11 11:15:34",1770,1140,"https://commons.wikimedia.org/wiki/File:Roman_Coin,_Radiate_of_Claudius_II_(FindID_517885).jpg"
overstrike__Roman_Coin_radiate_of_Carausius_struck_over_Salonia_FindID_835841_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"Somerset County Council, Wil Partridge, 2017-03-24 14:06:38",4688,2784,"https://commons.wikimedia.org/wiki/File:Roman_Coin,_radiate_of_Carausius_struck_over_Salonia_(FindID_835841).jpg"
overstrike__Roman_coin_irregular_Fel_Temp_derivative_FindID_557392_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"Norfolk County Council, Adrian Marsden, 2013-04-25 14:58:38",2157,1204,"https://commons.wikimedia.org/wiki/File:Roman_coin_,_irregular_Fel_Temp_derivative_(FindID_557392).jpg"
overstrike__Roman_coin_irregular_Fel_temp_nummus_FindID_599217_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"Adrian Marsden, Adrian Marsden, 2014-02-05 10:45:52",2111,1130,"https://commons.wikimedia.org/wiki/File:Roman_coin_,_irregular_Fel_temp_nummus_(FindID_599217).jpg"
overstrike__Roman_coin_irregular_nummus_of_Constantius_II_FindID_612976_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Adrian Marsden, Adrian Marsden, 2014-04-24 16:09:03",2882,1500,"https://commons.wikimedia.org/wiki/File:Roman_coin_,_irregular_nummus_of_Constantius_II_(FindID_612976).jpg"
overstrike__Roman_coin_Nummus_FindID_248334_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Birmingham Museums Trust, Peter Reavill, 2010-01-13 13:58:46",2835,1222,"https://commons.wikimedia.org/wiki/File:Roman_coin,_Nummus_(FindID_248334).jpg"
overstrike__Roman_coin_Nummus_of_Constantius_II_FindID_622521_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"Salisbury and South Wiltshire Museum, Richard Henry, 2014-07-18 15:56:23",5578,3230,"https://commons.wikimedia.org/wiki/File:Roman_coin,_Nummus_of_Constantius_II_(FindID_622521).jpg"
overstrike__Roman_coin_Nummus_of_the_House_of_Constantine_FindID_134632_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 4.0,"Winchester Museum Service, Robert Webley, 2006-06-09 11:03:30",1111,631,"https://commons.wikimedia.org/wiki/File:Roman_coin,_Nummus_of_the_House_of_Constantine_(FindID_134632).jpg"
overstrike__Roman_coin_nummus_of_Decentius_FindID_862393_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"The British Museum, Andrew Brown, 2017-08-25 16:41:43",1866,1082,"https://commons.wikimedia.org/wiki/File:Roman_coin,_nummus_of_Decentius_(FindID_862393).jpg"
overstrike__Roman_coin_nummus_of_Magnentius_FindID_847142_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"The British Museum, Andrew Brown, 2017-06-22 13:45:24",2576,1433,"https://commons.wikimedia.org/wiki/File:Roman_coin,_nummus_of_Magnentius_(FindID_847142).jpg"
overstrike__Roman_coin_contemporary_copy_of_a_nummus_of_Constantine_II_FindID_863221_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"Ashmolean Museum of Art and Archaeology, Dr Alison Pollard, 2017-09-04 12:03:47",3135,2163,https://commons.wikimedia.org/wiki/File:Roman_coin;_contemporary_copy_of_a_nummus_of_Constantine_II_(FindID_863221).jpg
overstrike__Roman_coin_nummus_of_House_of_Constantine_overstruck._FindID_128964_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Derby Museums Trust, Rachel Atherton, 2006-03-30 16:55:24",2088,1516,"https://commons.wikimedia.org/wiki/File:Roman_coin;_nummus_of_House_of_Constantine,_overstruck._(FindID_128964).jpg"
overstrike__Roman_copper_alloy_nummus_FindID_259649_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"None, Wendy Scott, 2009-06-11 10:38:09",1576,777,https://commons.wikimedia.org/wiki/File:Roman_copper_alloy_nummus_(FindID_259649).jpg
overstrike__Roman_nummus_of_Constans_and_Constantius_II_FindID_822988_.jpg,overstrike,Category:Overstruck coins,CC BY 2.0,"All rights reserved, Philippa Walton, 2017-01-26 15:24:30",899,564,https://commons.wikimedia.org/wiki/File:Roman_nummus_of_Constans_and_Constantius_II_(FindID_822988).jpg
overstrike__Roman_nummus_with_wolf_and_twins_overstruck_by_House_of_Constantine_bust._Fallen_horsemen_reverse._FindID_82736_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"The Portable Antiquities Scheme, Caroline McDonald, 2004-12-09 14:00:14",1092,697,https://commons.wikimedia.org/wiki/File:Roman_nummus_with_wolf_and_twins_overstruck_by_House_of_Constantine_bust._Fallen_horsemen_reverse._(FindID_82736).jpg
overstrike__SOM-4615B0_Roman_coins_overstruck_nummus_of_Constans_FindID_284078_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"Somerset County Council, Anna Booth, 2010-01-25 19:22:10",2480,1428,"https://commons.wikimedia.org/wiki/File:SOM-4615B0,_Roman_coins,_overstruck_nummus_of_Constans_(FindID_284078).jpg"
planchet__Schr_tlingsfehler_Rs_.jpg,planchet,Category:Flan defect,CC BY-SA 4.0,Raimond Spekking,2000,2000,https://commons.wikimedia.org/wiki/File:Schr%C3%B6tlingsfehler(Rs).jpg
planchet__Schr_tlingsfehler_Vs_.jpg,planchet,Category:Flan defect,CC BY-SA 4.0,Raimond Spekking,2000,2000,https://commons.wikimedia.org/wiki/File:Schr%C3%B6tlingsfehler(Vs).jpg
overstrike__Siliqua_Constans_II_Arelate.jpg,overstrike,Category:Overstruck coins,Public domain,"unknown; image: Classical Numismatic Group, Inc.. CNG allows the use of any of their images as long as they are attributed to CNG.[1]",800,368,https://commons.wikimedia.org/wiki/File:Siliqua_Constans_II_Arelate.jpg
overstrike__Silver_sixpence_of_Elizabeth_I_FindID_149205_.jpg,overstrike,Category:Overstruck coins,CC BY-SA 2.0,"The Portable Antiquities Scheme, Wendy Scott, 2006-11-06 15:49:19",1448,743,https://commons.wikimedia.org/wiki/File:Silver_sixpence_of_Elizabeth_I_(FindID_149205).jpg
unsorted__Sulpicia_Dryantilla.jpg,unsorted,Category:Coins of Sulpicia Dryantilla,CC BY-SA 2.5,George Garrigues,207,202,https://commons.wikimedia.org/wiki/File:Sulpicia_Dryantilla.jpg
mule__Taler_1540_Buchholz_Zwitterpr_gung_CNG.jpg,mule,Category:Mule (coin),CC BY-SA 3.0,see permissions,800,390,"https://commons.wikimedia.org/wiki/File:Taler_1540,_Buchholz,_Zwitterpr%C3%A4gung,_CNG.jpg"
overstrike__ThracianCoin.JPG,overstrike,Category:Overstruck coins,Public domain,No machine-readable author provided. World Imaging assumed (based on copyright claims).,1998,1012,https://commons.wikimedia.org/wiki/File:ThracianCoin.JPG
unsorted__Un_Peso_1951_Chile_DDO.jpg,unsorted,Category:Error coins,CC BY-SA 4.0,Jespinos,480,640,https://commons.wikimedia.org/wiki/File:Un_Peso_1951_Chile_DDO.jpg
unsorted__Verpr_gung_10_Pfennig.JPG,unsorted,Category:Error coins,CC BY-SA 3.0 de,Hermann Junghans,780,585,https://commons.wikimedia.org/wiki/File:Verpr%C3%A4gung_10_Pfennig.JPG
unsorted__Verpr_gung_5_Pfennig_AKS_17.JPG,unsorted,Category:Error coins,CC BY-SA 4.0,HJunghans,1559,1559,https://commons.wikimedia.org/wiki/File:Verpr%C3%A4gung_5_Pfennig_AKS_17.JPG
mule__Zwitterpr_gung_Kaiser_Maximilian_II._1_Schautaler_1565_Wien_Museum.jpg,mule,Category:Mule (coin),CC BY 3.0 at,Wien Museum,992,502,"https://commons.wikimedia.org/wiki/File:Zwitterpr%C3%A4gung,_Kaiser_Maximilian_II._1%C2%BD_Schautaler_1565,_Wien_Museum.jpg"
overstrike___berpr_gung_Kyzikos.JPG,overstrike,Category:Overstruck coins,CC BY-SA 4.0,HJunghans,2857,2805,https://commons.wikimedia.org/wiki/File:%C3%9Cberpr%C3%A4gung_Kyzikos.JPG
mule___1825.jpg,mule,Category:Mule (coin),Public domain,Unknown authorUnknown author,800,398,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%BE%D0%B1%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BB%D0%B0%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9_%D1%84%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%B3_1825.jpg
